Date,Store,Dept,Weekly_Sales,IsHoliday
2011-11-04,1,1,35204.27,False
2011-11-11,1,1,18289.51,False
2011-11-18,1,1,16608.91,False
2011-11-25,1,1,18255.87,True
2011-12-02,1,1,20110.78,False
2011-12-09,1,1,25273.04,False
2011-12-16,1,1,32854.0,False
2011-12-23,1,1,45436.61,False
2011-12-30,1,1,20901.58,True
2012-01-06,1,1,16523.75,False
2012-01-13,1,1,18220.61,False
2012-01-20,1,1,19867.06,False
2012-01-27,1,1,20136.4,False
2012-02-03,1,1,22155.74,False
2012-02-10,1,1,29389.74,True
2012-02-17,1,1,50097.48,False
2012-02-24,1,1,19324.93,False
2012-03-02,1,1,19205.77,False
2012-03-09,1,1,19790.55,False
2012-03-16,1,1,20732.67,False
2012-03-23,1,1,18539.64,False
2012-03-30,1,1,21984.17,False
2012-04-06,1,1,40367.83,False
2012-04-13,1,1,29263.31,False
2012-04-20,1,1,17000.04,False
2012-04-27,1,1,15833.49,False
2012-05-04,1,1,16152.23,False
2012-05-11,1,1,16320.15,False
2012-05-18,1,1,16175.24,False
2012-05-25,1,1,14706.86,False
2012-06-01,1,1,14518.16,False
2012-06-08,1,1,15440.53,False
2012-06-15,1,1,16686.64,False
2012-06-22,1,1,16406.65,False
2012-06-29,1,1,14859.6,False
2012-07-06,1,1,16534.46,False
2012-07-13,1,1,16703.39,False
2012-07-20,1,1,15183.47,False
2012-07-27,1,1,15219.14,False
2012-08-03,1,1,16716.66,False
2012-08-10,1,1,15927.12,False
2012-08-17,1,1,15880.05,False
2012-08-24,1,1,16488.34,False
2012-08-31,1,1,17877.95,False
2012-09-07,1,1,18072.75,True
2012-09-14,1,1,19161.99,False
2012-09-21,1,1,19599.62,False
2012-09-28,1,1,19742.81,False
2012-10-05,1,1,19513.06,False
2012-10-12,1,1,20040.76,False
2012-10-19,1,1,23496.65,False
2012-10-26,1,1,25051.36,False
2010-02-05,1,2,35359.86,False
2010-02-12,1,2,33870.64,True
2010-02-19,1,2,34169.13,False
2010-02-26,1,2,33432.11,False
2010-03-05,1,2,33793.5,False
2010-03-12,1,2,32286.32,False
2010-03-19,1,2,31066.56,False
2010-03-26,1,2,30872.9,False
2010-04-02,1,2,34698.73,False
2010-04-09,1,2,32463.42,False
2010-04-16,1,2,33307.25,False
2010-04-23,1,2,34425.72,False
2010-04-30,1,2,31231.21,False
2010-05-07,1,2,35951.59,False
2010-05-14,1,2,32333.21,False
2010-05-21,1,2,35667.15,False
2010-05-28,1,2,34892.73,False
2010-06-04,1,2,34073.36,False
2010-06-11,1,2,34764.07,False
2010-06-18,1,2,35367.46,False
2010-06-25,1,2,34783.93,False
2010-07-02,1,2,34385.51,False
2010-07-09,1,2,32621.77,False
2010-07-16,1,2,35605.88,False
2010-07-23,1,2,33653.53,False
2010-07-30,1,2,32446.07,False
2010-08-06,1,2,35791.53,False
2010-08-13,1,2,36627.2,False
2010-08-20,1,2,40037.93,False
2010-08-27,1,2,32870.26,False
2010-09-03,1,2,36857.65,False
2010-09-10,1,2,34698.81,True
2010-09-17,1,2,34175.64,False
2010-09-24,1,2,35509.8,False
2010-10-01,1,2,35344.91,False
2010-10-08,1,2,35586.01,False
2010-10-15,1,2,32585.58,False
2010-10-22,1,2,34956.65,False
2010-10-29,1,2,33371.38,False
2010-11-05,1,2,34756.4,False
2010-11-12,1,2,34453.76,False
2010-11-19,1,2,34771.68,False
2010-11-26,1,2,36386.63,True
2010-12-03,1,2,34407.07,False
2010-12-10,1,2,36565.76,False
2010-12-17,1,2,38927.74,False
2010-12-24,1,2,46944.3,False
2010-12-31,1,2,33043.45,True
2011-01-07,1,2,33746.05,False
2011-01-14,1,2,34281.1,False
2011-01-21,1,2,33574.98,False
2011-01-28,1,2,31150.49,False
2011-02-04,1,2,33700.17,False
2011-02-11,1,2,33570.37,True
2011-02-18,1,2,36910.09,False
2011-02-25,1,2,35857.63,False
2011-03-04,1,2,37666.51,False
2011-03-11,1,2,35960.96,False
2011-03-18,1,2,37386.06,False
2011-03-25,1,2,32984.69,False
2011-04-01,1,2,33813.71,False
2011-04-08,1,2,37241.7,False
2011-04-15,1,2,33343.33,False
2011-04-22,1,2,35723.23,False
2011-04-29,1,2,32420.85,False
2011-05-06,1,2,37367.54,False
2011-05-13,1,2,33268.46,False
2011-05-20,1,2,34028.36,False
2011-05-27,1,2,34762.14,False
2011-06-03,1,2,34644.0,False
2011-06-10,1,2,34941.54,False
2011-06-17,1,2,35815.14,False
2011-06-24,1,2,34619.89,False
2011-07-01,1,2,34713.91,False
2011-07-08,1,2,32289.2,False
2011-07-15,1,2,34193.56,False
2011-07-22,1,2,34275.01,False
2011-07-29,1,2,32494.96,False
2011-08-05,1,2,35442.11,False
2011-08-12,1,2,35550.79,False
2011-08-19,1,2,36678.04,False
2011-08-26,1,2,33807.05,False
2011-09-02,1,2,36705.59,False
2011-09-09,1,2,33036.22,True
2011-09-16,1,2,37108.77,False
2011-09-23,1,2,35200.64,False
2011-09-30,1,2,35602.87,False
2011-10-07,1,2,37142.75,False
2011-10-14,1,2,33960.15,False
2011-10-21,1,2,34761.08,False
2011-10-28,1,2,34100.92,False
2011-11-04,1,2,36076.12,False
2011-11-11,1,2,34510.38,False
2011-11-18,1,2,34689.27,False
2011-11-25,1,2,36840.53,True
2011-12-02,1,2,33337.93,False
2011-12-09,1,2,36114.74,False
2011-12-16,1,2,38381.79,False
2011-12-23,1,2,49678.31,False
2011-12-30,1,2,32880.66,True
2012-01-06,1,2,36066.87,False
2012-01-13,1,2,33764.91,False
2012-01-20,1,2,34039.82,False
2012-01-27,1,2,33928.51,False
2012-02-03,1,2,35454.41,False
2012-02-10,1,2,37161.16,True
2012-02-17,1,2,36791.26,False
2012-02-24,1,2,37395.69,False
2012-03-02,1,2,37839.41,False
2012-03-09,1,2,36080.85,False
2012-03-16,1,2,36272.61,False
2012-03-23,1,2,32907.04,False
2012-03-30,1,2,33417.05,False
2012-04-06,1,2,36859.78,False
2012-04-13,1,2,32158.94,False
2012-04-20,1,2,35857.61,False
2012-04-27,1,2,34750.78,False
2012-05-04,1,2,36777.13,False
2012-05-11,1,2,33656.56,False
2012-05-18,1,2,34374.99,False
2012-05-25,1,2,35864.99,False
2012-06-01,1,2,35227.76,False
2012-06-08,1,2,35680.21,False
2012-06-15,1,2,34096.45,False
2012-06-22,1,2,35519.94,False
2012-06-29,1,2,33663.65,False
2012-07-06,1,2,35212.99,False
2012-07-13,1,2,36258.3,False
2012-07-20,1,2,34766.35,False
2012-07-27,1,2,32263.37,False
2012-08-03,1,2,37263.83,False
2012-08-10,1,2,35897.59,False
2012-08-17,1,2,38865.79,False
2012-08-24,1,2,33701.76,False
2012-08-31,1,2,32849.64,False
2012-09-07,1,2,34532.68,True
2012-09-14,1,2,33340.71,False
2012-09-21,1,2,33286.19,False
2012-09-28,1,2,33643.2,False
2012-10-05,1,2,34681.15,False
2012-10-12,1,2,31616.32,False
2012-10-19,1,2,32900.71,False
2012-10-26,1,2,31785.25,False
2010-02-05,1,3,8123.71,False
2010-02-12,1,3,8030.79,True
2010-02-19,1,3,6603.58,False
2010-02-26,1,3,7694.27,False
2010-03-05,1,3,6891.9,False
2010-03-12,1,3,6419.75,False
2010-03-19,1,3,5553.39,False
2010-03-26,1,3,5582.9,False
2010-04-02,1,3,5616.79,False
2010-04-09,1,3,5905.24,False
2010-04-16,1,3,5707.04,False
2010-04-23,1,3,4535.48,False
2010-04-30,1,3,5177.75,False
2010-05-07,1,3,6242.94,False
2010-05-14,1,3,5727.06,False
2010-05-21,1,3,5643.73,False
2010-05-28,1,3,5296.44,False
2010-06-04,1,3,4671.97,False
2010-06-11,1,3,4933.76,False
2010-06-18,1,3,5541.8,False
2010-06-25,1,3,4914.22,False
2010-07-02,1,3,4867.57,False
2010-07-09,1,3,5268.45,False
2010-07-16,1,3,8482.38,False
2010-07-23,1,3,10599.57,False
2010-07-30,1,3,13362.25,False
2010-08-06,1,3,21727.37,False
2010-08-13,1,3,28316.48,False
2010-08-20,1,3,35381.95,False
2010-08-27,1,3,10207.84,False
2010-09-03,1,3,7835.47,False
2010-09-10,1,3,7735.38,True
2010-09-17,1,3,6937.07,False
2010-09-24,1,3,6163.55,False
2010-10-01,1,3,6357.08,False
2010-10-08,1,3,5628.96,False
2010-10-15,1,3,6092.75,False
2010-10-22,1,3,6483.23,False
2010-10-29,1,3,6030.24,False
2010-11-05,1,3,6022.75,False
2010-11-12,1,3,6032.25,False
2010-11-19,1,3,5554.45,False
2010-11-26,1,3,7295.45,True
2010-12-03,1,3,7394.1,False
2010-12-10,1,3,8344.1,False
2010-12-17,1,3,8579.74,False
2010-12-24,1,3,10043.54,False
2010-12-31,1,3,5951.31,True
2011-01-07,1,3,9029.94,False
2011-01-14,1,3,9168.89,False
2011-01-21,1,3,8269.91,False
2011-01-28,1,3,6672.45,False
2011-02-04,1,3,5805.36,False
2011-02-11,1,3,7287.56,True
2011-02-18,1,3,6595.8,False
2011-02-25,1,3,7572.45,False
2011-03-04,1,3,7255.17,False
2011-03-11,1,3,7230.38,False
2011-03-18,1,3,6535.07,False
2011-03-25,1,3,4813.1,False
2011-04-01,1,3,5167.88,False
2011-04-08,1,3,6705.61,False
2011-04-15,1,3,5154.84,False
2011-04-22,1,3,5620.52,False
2011-04-29,1,3,5495.23,False
2011-05-06,1,3,6738.66,False
2011-05-13,1,3,5776.39,False
2011-05-20,1,3,5922.46,False
2011-05-27,1,3,5619.62,False
2011-06-03,1,3,5179.43,False
2011-06-10,1,3,5243.33,False
2011-06-17,1,3,5096.19,False
2011-06-24,1,3,5249.98,False
2011-07-01,1,3,4981.52,False
2011-07-08,1,3,5140.47,False
2011-07-15,1,3,8571.12,False
2011-07-22,1,3,11860.11,False
2011-07-29,1,3,14242.99,False
2011-08-05,1,3,25958.48,False
2011-08-12,1,3,35643.13,False
2011-08-19,1,3,28132.18,False
2011-08-26,1,3,11951.28,False
2011-09-02,1,3,9854.57,False
2011-09-09,1,3,8707.68,True
2011-09-16,1,3,7324.58,False
2011-09-23,1,3,7335.34,False
2011-09-30,1,3,5596.21,False
2011-10-07,1,3,6311.39,False
2011-10-14,1,3,5626.36,False
2011-10-21,1,3,5969.1,False
2011-10-28,1,3,5873.51,False
2011-11-04,1,3,5787.32,False
2011-11-11,1,3,5798.81,False
2011-11-18,1,3,6381.24,False
2011-11-25,1,3,6994.6,True
2011-12-02,1,3,6278.18,False
2011-12-09,1,3,7321.73,False
2011-12-16,1,3,7971.73,False
2011-12-23,1,3,10861.1,False
2011-12-30,1,3,5214.96,True
2012-01-06,1,3,7909.68,False
2012-01-13,1,3,8692.61,False
2012-01-20,1,3,7782.51,False
2012-01-27,1,3,8107.47,False
2012-02-03,1,3,8132.24,False
2012-02-10,1,3,8282.69,True
2012-02-17,1,3,6920.88,False
2012-02-24,1,3,7233.11,False
2012-03-02,1,3,8185.6,False
2012-03-09,1,3,6486.2,False
2012-03-16,1,3,6152.18,False
2012-03-23,1,3,5699.02,False
2012-03-30,1,3,4966.87,False
2012-04-06,1,3,6037.85,False
2012-04-13,1,3,5314.23,False
2012-04-20,1,3,5372.82,False
2012-04-27,1,3,5082.12,False
2012-05-04,1,3,5051.2,False
2012-05-11,1,3,4780.58,False
2012-05-18,1,3,6181.19,False
2012-05-25,1,3,5333.98,False
2012-06-01,1,3,4887.24,False
2012-06-08,1,3,4881.48,False
2012-06-15,1,3,4829.13,False
2012-06-22,1,3,4849.61,False
2012-06-29,1,3,5452.59,False
2012-07-06,1,3,5321.87,False
2012-07-13,1,3,8502.64,False
2012-07-20,1,3,13363.91,False
2012-07-27,1,3,15868.17,False
2012-08-03,1,3,24333.63,False
2012-08-10,1,3,34661.99,False
2012-08-17,1,3,39778.11,False
2012-08-24,1,3,14519.07,False
2012-08-31,1,3,8598.91,False
2012-09-07,1,3,7604.25,True
2012-09-14,1,3,6675.69,False
2012-09-21,1,3,6683.95,False
2012-09-28,1,3,6465.82,False
2012-10-05,1,3,6474.71,False
2012-10-12,1,3,6181.21,False
2012-10-19,1,3,6204.23,False
2012-10-26,1,3,5715.89,False
2010-02-05,1,4,20259.72,False
2010-02-12,1,4,19597.05,True
2010-02-19,1,4,19180.13,False
2010-02-26,1,4,19059.36,False
2010-03-05,1,4,19987.31,False
2010-03-12,1,4,18556.06,False
2010-03-19,1,4,18304.48,False
2010-03-26,1,4,18319.42,False
2010-04-02,1,4,20353.85,False
2010-04-09,1,4,18844.02,False
2010-04-16,1,4,18661.73,False
2010-04-23,1,4,18405.92,False
2010-04-30,1,4,17517.0,False
2010-05-07,1,4,19788.51,False
2010-05-14,1,4,18334.79,False
2010-05-21,1,4,19211.42,False
2010-05-28,1,4,19706.16,False
2010-06-04,1,4,19046.77,False
2010-06-11,1,4,17840.7,False
2010-06-18,1,4,17426.33,False
2010-06-25,1,4,17757.65,False
2010-07-02,1,4,18795.15,False
2010-07-09,1,4,19504.53,False
2010-07-16,1,4,18319.2,False
2010-07-23,1,4,18439.66,False
2010-07-30,1,4,18913.69,False
2010-08-06,1,4,21613.23,False
2010-08-13,1,4,20768.21,False
2010-08-20,1,4,21013.1,False
2010-08-27,1,4,17637.44,False
2010-09-03,1,4,22259.05,False
2010-09-10,1,4,20418.75,True
2010-09-17,1,4,19585.65,False
2010-09-24,1,4,19627.43,False
2010-10-01,1,4,18747.55,False
2010-10-08,1,4,18948.46,False
2010-10-15,1,4,18265.8,False
2010-10-22,1,4,18749.78,False
2010-10-29,1,4,17777.52,False
2010-11-05,1,4,21113.12,False
2010-11-12,1,4,19482.86,False
2010-11-19,1,4,20135.47,False
2010-11-26,1,4,25455.17,True
2010-12-03,1,4,19013.5,False
2010-12-10,1,4,19631.01,False
2010-12-17,1,4,21133.81,False
2010-12-24,1,4,27121.67,False
2010-12-31,1,4,21366.43,True
2011-01-07,1,4,20495.07,False
2011-01-14,1,4,19219.99,False
2011-01-21,1,4,19641.22,False
2011-01-28,1,4,17622.6,False
2011-02-04,1,4,21078.34,False
2011-02-11,1,4,18624.34,True
2011-02-18,1,4,18316.33,False
2011-02-25,1,4,18626.25,False
2011-03-04,1,4,18863.99,False
2011-03-11,1,4,17846.82,False
2011-03-18,1,4,20223.34,False
2011-03-25,1,4,17150.26,False
2011-04-01,1,4,17799.22,False
2011-04-08,1,4,18804.21,False
2011-04-15,1,4,17685.03,False
2011-04-22,1,4,20043.86,False
2011-04-29,1,4,17463.41,False
2011-05-06,1,4,19482.55,False
2011-05-13,1,4,17098.28,False
2011-05-20,1,4,17681.96,False
2011-05-27,1,4,19814.54,False
2011-06-03,1,4,19309.6,False
2011-06-10,1,4,19096.45,False
2011-06-17,1,4,18081.48,False
2011-06-24,1,4,17717.91,False
2011-07-01,1,4,18887.86,False
2011-07-08,1,4,18622.21,False
2011-07-15,1,4,17248.71,False
2011-07-22,1,4,18089.76,False
2011-07-29,1,4,18353.0,False
2011-08-05,1,4,21421.73,False
2011-08-12,1,4,21924.39,False
2011-08-19,1,4,21361.58,False
2011-08-26,1,4,18740.81,False
2011-09-02,1,4,20288.22,False
2011-09-09,1,4,20167.74,True
2011-09-16,1,4,19851.9,False
2011-09-23,1,4,19120.84,False
2011-09-30,1,4,18957.72,False
2011-10-07,1,4,20717.36,False
2011-10-14,1,4,19665.95,False
2011-10-21,1,4,20125.4,False
2011-10-28,1,4,19893.3,False
2011-11-04,1,4,21092.35,False
2011-11-11,1,4,20885.87,False
2011-11-18,1,4,20515.51,False
2011-11-25,1,4,25958.73,True
2011-12-02,1,4,19920.61,False
2011-12-09,1,4,19630.03,False
2011-12-16,1,4,20269.54,False
2011-12-23,1,4,27660.5,False
2011-12-30,1,4,20811.78,True
2012-01-06,1,4,22575.56,False
2012-01-13,1,4,19696.52,False
2012-01-20,1,4,19221.15,False
2012-01-27,1,4,18653.17,False
2012-02-03,1,4,20396.85,False
2012-02-10,1,4,21056.11,True
2012-02-17,1,4,19798.48,False
2012-02-24,1,4,19394.36,False
2012-03-02,1,4,20396.57,False
2012-03-09,1,4,19294.45,False
2012-03-16,1,4,18859.22,False
2012-03-23,1,4,17177.48,False
2012-03-30,1,4,18596.5,False
2012-04-06,1,4,22024.25,False
2012-04-13,1,4,19742.5,False
2012-04-20,1,4,19996.8,False
2012-04-27,1,4,19794.26,False
2012-05-04,1,4,21208.14,False
2012-05-11,1,4,19511.88,False
2012-05-18,1,4,19556.49,False
2012-05-25,1,4,20714.13,False
2012-06-01,1,4,21667.34,False
2012-06-08,1,4,21465.23,False
2012-06-15,1,4,19908.28,False
2012-06-22,1,4,21121.43,False
2012-06-29,1,4,19922.49,False
2012-07-06,1,4,23030.65,False
2012-07-13,1,4,20541.37,False
2012-07-20,1,4,20091.8,False
2012-07-27,1,4,20096.91,False
2012-08-03,1,4,23015.08,False
2012-08-10,1,4,22646.67,False
2012-08-17,1,4,21667.06,False
2012-08-24,1,4,19216.79,False
2012-08-31,1,4,19722.52,False
2012-09-07,1,4,21396.42,True
2012-09-14,1,4,20555.88,False
2012-09-21,1,4,18880.22,False
2012-09-28,1,4,19101.75,False
2012-10-05,1,4,19991.18,False
2012-10-12,1,4,19438.64,False
2012-10-19,1,4,20360.59,False
2012-10-26,1,4,20716.55,False
2010-02-05,1,5,21875.66,False
2010-02-12,1,5,23469.1,True
2010-02-19,1,5,20978.97,False
2010-02-26,1,5,13754.29,False
2010-03-05,1,5,18416.98,False
2010-03-12,1,5,21845.71,False
2010-03-19,1,5,19652.54,False
2010-03-26,1,5,32218.52,False
2010-04-02,1,5,22325.32,False
2010-04-09,1,5,17078.33,False
2010-04-16,1,5,12617.46,False
2010-04-23,1,5,23591.92,False
2010-04-30,1,5,18671.83,False
2010-05-07,1,5,13624.29,False
2010-05-14,1,5,14600.48,False
2010-05-21,1,5,13894.01,False
2010-05-28,1,5,13515.89,False
2010-06-04,1,5,18277.98,False
2010-06-11,1,5,17066.16,False
2010-06-18,1,5,19025.82,False
2010-06-25,1,5,14704.73,False
2010-07-02,1,5,18502.35,False
2010-07-09,1,5,14049.58,False
2010-07-16,1,5,14085.11,False
2010-07-23,1,5,14069.03,False
2010-07-30,1,5,16533.37,False
2010-08-06,1,5,16246.69,False
2010-08-13,1,5,14648.18,False
2010-08-20,1,5,15805.32,False
2010-08-27,1,5,15170.24,False
2010-09-03,1,5,15727.67,False
2010-09-10,1,5,17930.83,True
2010-09-17,1,5,16523.74,False
2010-09-24,1,5,16023.89,False
2010-10-01,1,5,19195.09,False
2010-10-08,1,5,20314.28,False
2010-10-15,1,5,17283.67,False
2010-10-22,1,5,19632.66,False
2010-10-29,1,5,15331.29,False
2010-11-05,1,5,24481.64,False
2010-11-12,1,5,28496.67,False
2010-11-19,1,5,28215.42,False
2010-11-26,1,5,65091.67,True
2010-12-03,1,5,35169.48,False
2010-12-10,1,5,46703.63,False
2010-12-17,1,5,61012.17,False
2010-12-24,1,5,87986.29,False
2010-12-31,1,5,34370.13,True
2011-01-07,1,5,23664.02,False
2011-01-14,1,5,18116.75,False
2011-01-21,1,5,16825.57,False
2011-01-28,1,5,21019.25,False
2011-02-04,1,5,24932.37,False
2011-02-11,1,5,28869.38,True
2011-02-18,1,5,28837.8,False
2011-02-25,1,5,27963.19,False
2011-03-04,1,5,27758.32,False
2011-03-11,1,5,21901.55,False
2011-03-18,1,5,21049.92,False
2011-03-25,1,5,18364.06,False
2011-04-01,1,5,20172.25,False
2011-04-08,1,5,22427.27,False
2011-04-15,1,5,20930.82,False
2011-04-22,1,5,19848.34,False
2011-04-29,1,5,16147.33,False
2011-05-06,1,5,13940.37,False
2011-05-13,1,5,15665.25,False
2011-05-20,1,5,17060.47,False
2011-05-27,1,5,16942.13,False
2011-06-03,1,5,20356.62,False
2011-06-10,1,5,18178.19,False
2011-06-17,1,5,20700.2,False
2011-06-24,1,5,18231.25,False
2011-07-01,1,5,15876.73,False
2011-07-08,1,5,17382.24,False
2011-07-15,1,5,15806.52,False
2011-07-22,1,5,17574.68,False
2011-07-29,1,5,12555.7,False
2011-08-05,1,5,15719.56,False
2011-08-12,1,5,15726.85,False
2011-08-19,1,5,16502.33,False
2011-08-26,1,5,14247.67,False
2011-09-02,1,5,14497.61,False
2011-09-09,1,5,14694.9,True
2011-09-16,1,5,21142.01,False
2011-09-23,1,5,18450.65,False
2011-09-30,1,5,18302.12,False
2011-10-07,1,5,24352.67,False
2011-10-14,1,5,21144.4,False
2011-10-21,1,5,24240.62,False
2011-10-28,1,5,20891.41,False
2011-11-04,1,5,24136.11,False
2011-11-11,1,5,26636.84,False
2011-11-18,1,5,21846.43,False
2011-11-25,1,5,66540.84,True
2011-12-02,1,5,25204.65,False
2011-12-09,1,5,36084.98,False
2011-12-16,1,5,47507.54,False
2011-12-23,1,5,67948.77,False
2011-12-30,1,5,31277.62,True
2012-01-06,1,5,25346.95,False
2012-01-13,1,5,18557.57,False
2012-01-20,1,5,21926.69,False
2012-01-27,1,5,22298.19,False
2012-02-03,1,5,19954.56,False
2012-02-10,1,5,25923.84,True
2012-02-17,1,5,37148.93,False
2012-02-24,1,5,24588.88,False
2012-03-02,1,5,24612.35,False
2012-03-09,1,5,24385.5,False
2012-03-16,1,5,20936.97,False
2012-03-23,1,5,22205.1,False
2012-03-30,1,5,17511.67,False
2012-04-06,1,5,22845.59,False
2012-04-13,1,5,17313.94,False
2012-04-20,1,5,13622.96,False
2012-04-27,1,5,13341.82,False
2012-05-04,1,5,14074.56,False
2012-05-11,1,5,16328.07,False
2012-05-18,1,5,15662.94,False
2012-05-25,1,5,17310.68,False
2012-06-01,1,5,17087.17,False
2012-06-08,1,5,21161.8,False
2012-06-15,1,5,19657.63,False
2012-06-22,1,5,18757.65,False
2012-06-29,1,5,16545.13,False
2012-07-06,1,5,16281.98,False
2012-07-13,1,5,16018.97,False
2012-07-20,1,5,12911.98,False
2012-07-27,1,5,11855.08,False
2012-08-03,1,5,13679.56,False
2012-08-10,1,5,15120.1,False
2012-08-17,1,5,15009.5,False
2012-08-24,1,5,20104.7,False
2012-08-31,1,5,16615.32,False
2012-09-07,1,5,16954.86,True
2012-09-14,1,5,18010.5,False
2012-09-21,1,5,14699.92,False
2012-09-28,1,5,22131.68,False
2012-10-05,1,5,19467.11,False
2012-10-12,1,5,15467.26,False
2012-10-19,1,5,15669.78,False
2012-10-26,1,5,18541.14,False
2010-02-05,1,6,2707.31,False
2010-02-12,1,6,2977.58,True
2010-02-19,1,6,3967.09,False
2010-02-26,1,6,4186.83,False
2010-03-05,1,6,4452.87,False
2010-03-12,1,6,2321.63,False
2010-03-19,1,6,3817.12,False
2010-03-26,1,6,3605.05,False
2010-04-02,1,6,2811.83,False
2010-04-09,1,6,3652.87,False
2010-04-16,1,6,2507.07,False
2010-04-23,1,6,3161.4,False
2010-04-30,1,6,4328.54,False
2010-05-07,1,6,5205.7,False
2010-05-14,1,6,6829.0,False
2010-05-21,1,6,5388.9,False
2010-05-28,1,6,6194.96,False
2010-06-04,1,6,3425.01,False
2010-06-11,1,6,3178.67,False
2010-06-18,1,6,3933.44,False
2010-06-25,1,6,3327.37,False
2010-07-02,1,6,3727.7,False
2010-07-09,1,6,3453.74,False
2010-07-16,1,6,2866.64,False
2010-07-23,1,6,2961.69,False
2010-07-30,1,6,4682.85,False
2010-08-06,1,6,4462.85,False
2010-08-13,1,6,4014.87,False
2010-08-20,1,6,3518.23,False
2010-08-27,1,6,2727.3,False
2010-09-03,1,6,3351.8,False
2010-09-10,1,6,2405.11,True
2010-09-17,1,6,2198.66,False
2010-09-24,1,6,2888.69,False
2010-10-01,1,6,2536.74,False
2010-10-08,1,6,2290.97,False
2010-10-15,1,6,3765.43,False
2010-10-22,1,6,3972.52,False
2010-10-29,1,6,2847.38,False
2010-11-05,1,6,3491.93,False
2010-11-12,1,6,3546.48,False
2010-11-19,1,6,1664.58,False
2010-11-26,1,6,15013.36,True
2010-12-03,1,6,3483.48,False
2010-12-10,1,6,6027.22,False
2010-12-17,1,6,8918.0,False
2010-12-24,1,6,21840.49,False
2010-12-31,1,6,3331.36,True
2011-01-07,1,6,1607.95,False
2011-01-14,1,6,2879.96,False
2011-01-21,1,6,1955.22,False
2011-01-28,1,6,1737.66,False
2011-02-04,1,6,2177.6,False
2011-02-11,1,6,3178.86,True
2011-02-18,1,6,3215.96,False
2011-02-25,1,6,2259.06,False
2011-03-04,1,6,3308.1,False
2011-03-11,1,6,3370.99,False
2011-03-18,1,6,3372.33,False
