Date,Store,Dept,Weekly_Sales,IsHoliday
2010-06-11,1,2,47089.54,False
2010-06-18,1,2,44428.71,False
2010-06-25,1,2,45299.92,False
2010-07-02,1,2,47077.72,False
2010-07-09,1,2,46752.12,False
2010-07-16,1,2,44339.2,False
2010-07-23,1,2,44763.33,False
2010-07-30,1,2,45833.77,False
2010-08-06,1,2,50031.73,False
2010-08-13,1,2,45475.69,False
2010-08-20,1,2,49754.17,False
2010-08-27,1,2,49623.53,False
2010-09-03,1,2,49015.05,False
2010-09-10,1,2,45182.5,True
2010-09-17,1,2,44681.64,False
2010-09-24,1,2,42477.49,False
2010-10-01,1,2,45829.02,False
2010-10-08,1,2,46387.54,False
2010-10-15,1,2,43110.79,False
2010-10-22,1,2,42371.48,False
2010-10-29,1,2,44081.33,False
2010-11-05,1,2,46381.43,False
2010-11-12,1,2,43194.49,False
2010-11-19,1,2,41443.25,False
2010-11-26,1,2,45681.98,True
2010-12-03,1,2,44405.02,False
2010-12-10,1,2,46955.82,False
2010-12-17,1,2,49303.28,False
2010-12-24,1,2,59889.32,False
2010-12-31,1,2,35819.83,True
2011-01-07,1,2,43202.29,False
2011-01-14,1,2,39857.4,False
2011-01-21,1,2,41596.99,False
2011-01-28,1,2,41651.01,False
2011-02-04,1,2,46829.12,False
2011-02-11,1,2,47595.35,True
2011-02-18,1,2,49202.06,False
2011-02-25,1,2,46165.25,False
2011-03-04,1,2,53035.54,False
2011-03-11,1,2,48465.72,False
2011-03-18,1,2,45222.3,False
2011-03-25,1,2,44293.54,False
2011-04-01,1,2,46991.58,False
2011-04-08,1,2,48501.79,False
2011-04-15,1,2,44464.74,False
2011-04-22,1,2,46544.56,False
2011-04-29,1,2,43682.41,False
2011-05-06,1,2,50139.92,False
2011-05-13,1,2,44274.15,False
2011-05-20,1,2,44302.11,False
2011-05-27,1,2,45072.11,False
2011-06-03,1,2,47844.27,False
2011-06-10,1,2,46363.93,False
2011-06-17,1,2,42939.63,False
2011-06-24,1,2,42415.81,False
2011-07-01,1,2,45247.74,False
2011-07-08,1,2,44623.23,False
2011-07-15,1,2,43260.96,False
2011-07-22,1,2,45113.56,False
2011-07-29,1,2,43191.02,False
2011-08-05,1,2,49359.75,False
2011-08-12,1,2,45341.92,False
2011-08-19,1,2,46391.12,False
2011-08-26,1,2,47659.93,False
2011-09-02,1,2,49419.75,False
2011-09-09,1,2,43315.85,True
2011-09-16,1,2,42963.96,False
2011-09-23,1,2,43390.94,False
2011-09-30,1,2,46045.09,False
2011-10-07,1,2,49880.69,False
2011-10-14,1,2,43306.38,False
2011-10-21,1,2,42487.67,False
2011-10-28,1,2,41682.4,False
2011-11-04,1,2,47313.62,False
2011-11-11,1,2,44936.47,False
2011-11-18,1,2,43997.78,False
2011-11-25,1,2,44259.59,True
2011-12-02,1,2,45928.14,False
2011-12-09,1,2,49357.43,False
2011-12-16,1,2,51137.42,False
2011-12-23,1,2,65615.36,False
2011-12-30,1,2,43539.94,True
2012-01-06,1,2,44481.38,False
2012-01-13,1,2,43353.09,False
2012-01-20,1,2,43753.43,False
2012-01-27,1,2,41556.23,False
2012-02-03,1,2,54322.24,False
2012-02-10,1,2,50581.06,True
2012-02-17,1,2,46085.47,False
2012-02-24,1,2,47080.12,False
2012-03-02,1,2,52608.51,False
2012-03-09,1,2,48563.69,False
2012-03-16,1,2,47346.32,False
2012-03-23,1,2,44796.03,False
2012-03-30,1,2,46529.68,False
2012-04-06,1,2,51805.88,False
2012-04-13,1,2,43991.18,False
2012-04-20,1,2,45561.85,False
2012-04-27,1,2,45456.23,False
2012-05-04,1,2,50501.3,False
2012-05-11,1,2,46717.76,False
2012-05-18,1,2,44411.23,False
2012-05-25,1,2,45817.07,False
2012-06-01,1,2,47425.29,False
2012-06-08,1,2,49439.58,False
2012-06-15,1,2,46637.48,False
2012-06-22,1,2,46075.0,False
2012-06-29,1,2,47629.14,False
2012-07-06,1,2,49771.92,False
2012-07-13,1,2,44411.95,False
2012-07-20,1,2,45108.22,False
2012-07-27,1,2,45008.22,False
2012-08-03,1,2,49424.06,False
2012-08-10,1,2,46729.91,False
2012-08-17,1,2,46350.97,False
2012-08-24,1,2,44972.52,False
2012-08-31,1,2,50995.5,False
2012-09-07,1,2,47344.5,True
2012-09-14,1,2,44493.61,False
2012-09-21,1,2,43541.07,False
2012-09-28,1,2,45784.76,False
2012-10-05,1,2,48577.08,False
2012-10-12,1,2,42112.67,False
2012-10-19,1,2,42354.72,False
2012-10-26,1,2,43134.88,False
2010-02-05,1,3,13740.12,False
2010-02-12,1,3,10887.84,True
2010-02-19,1,3,11523.47,False
2010-02-26,1,3,11135.17,False
2010-03-05,1,3,12275.58,False
2010-03-12,1,3,10123.45,False
2010-03-19,1,3,9001.37,False
2010-03-26,1,3,10366.85,False
2010-04-02,1,3,11157.08,False
2010-04-09,1,3,10179.29,False
2010-04-16,1,3,9226.8,False
2010-04-23,1,3,8868.93,False
2010-04-30,1,3,9337.44,False
2010-05-07,1,3,9372.8,False
2010-05-14,1,3,7919.86,False
2010-05-21,1,3,7813.91,False
2010-05-28,1,3,8412.69,False
2010-06-04,1,3,8001.41,False
2010-06-11,1,3,7742.75,False
2010-06-18,1,3,8201.06,False
2010-06-25,1,3,6591.22,False
2010-07-02,1,3,7857.88,False
2010-07-09,1,3,8112.67,False
2010-07-16,1,3,13751.3,False
2010-07-23,1,3,16930.62,False
2010-07-30,1,3,20915.95,False
2010-08-06,1,3,26719.02,False
2010-08-13,1,3,30640.54,False
2010-08-20,1,3,41101.93,False
2010-08-27,1,3,51159.17,False
2010-09-03,1,3,19081.8,False
2010-09-10,1,3,12134.69,True
2010-09-17,1,3,10722.46,False
2010-09-24,1,3,8097.92,False
2010-10-01,1,3,9775.17,False
2010-10-08,1,3,10081.8,False
2010-10-15,1,3,9735.73,False
2010-10-22,1,3,8614.41,False
2010-10-29,1,3,9283.09,False
2010-11-05,1,3,9825.22,False
2010-11-12,1,3,9146.77,False
2010-11-19,1,3,9202.11,False
2010-11-26,1,3,10706.81,True
2010-12-03,1,3,10856.85,False
2010-12-10,1,3,11219.78,False
2010-12-17,1,3,11986.84,False
2010-12-24,1,3,12080.36,False
2010-12-31,1,3,8266.14,True
2011-01-07,1,3,15808.15,False
2011-01-14,1,3,13275.87,False
2011-01-21,1,3,12532.94,False
2011-01-28,1,3,11983.34,False
2011-02-04,1,3,11012.52,False
2011-02-11,1,3,11428.25,True
2011-02-18,1,3,11724.98,False
2011-02-25,1,3,10473.78,False
2011-03-04,1,3,11039.12,False
2011-03-11,1,3,10689.97,False
2011-03-18,1,3,8148.69,False
2011-03-25,1,3,9049.02,False
2011-04-01,1,3,8734.19,False
2011-04-08,1,3,10417.33,False
2011-04-15,1,3,8212.97,False
2011-04-22,1,3,8468.72,False
2011-04-29,1,3,8653.62,False
2011-05-06,1,3,10420.92,False
2011-05-13,1,3,8732.46,False
2011-05-20,1,3,7939.01,False
2011-05-27,1,3,8120.7,False
2011-06-03,1,3,8853.89,False
2011-06-10,1,3,7508.71,False
2011-06-17,1,3,7658.75,False
2011-06-24,1,3,6165.73,False
2011-07-01,1,3,8070.64,False
2011-07-08,1,3,7366.5,False
2011-07-15,1,3,11578.11,False
2011-07-22,1,3,16069.5,False
2011-07-29,1,3,21331.51,False
2011-08-05,1,3,31248.98,False
2011-08-12,1,3,32148.93,False
2011-08-19,1,3,41603.11,False
2011-08-26,1,3,49775.52,False
2011-09-02,1,3,19604.47,False
2011-09-09,1,3,12778.28,True
2011-09-16,1,3,10412.88,False
2011-09-23,1,3,9755.56,False
2011-09-30,1,3,10434.83,False
2011-10-07,1,3,9977.96,False
2011-10-14,1,3,9870.22,False
2011-10-21,1,3,10136.78,False
2011-10-28,1,3,9421.2,False
2011-11-04,1,3,9189.2,False
2011-11-11,1,3,9959.64,False
2011-11-18,1,3,10104.36,False
2011-11-25,1,3,9317.56,True
2011-12-02,1,3,10146.54,False
2011-12-09,1,3,12955.55,False
2011-12-16,1,3,13180.05,False
2011-12-23,1,3,13667.88,False
2011-12-30,1,3,8848.44,True
2012-01-06,1,3,13926.04,False
2012-01-13,1,3,13822.49,False
2012-01-20,1,3,11702.08,False
2012-01-27,1,3,10613.17,False
2012-02-03,1,3,12485.78,False
2012-02-10,1,3,12388.85,True
2012-02-17,1,3,10237.78,False
2012-02-24,1,3,10502.4,False
2012-03-02,1,3,11387.31,False
2012-03-09,1,3,11925.71,False
2012-03-16,1,3,8845.73,False
2012-03-23,1,3,7910.22,False
2012-03-30,1,3,9129.23,False
2012-04-06,1,3,9335.24,False
2012-04-13,1,3,7927.73,False
2012-04-20,1,3,8647.36,False
2012-04-27,1,3,8635.62,False
2012-05-04,1,3,10655.35,False
2012-05-11,1,3,10342.72,False
2012-05-18,1,3,8609.82,False
2012-05-25,1,3,8345.33,False
2012-06-01,1,3,7175.77,False
2012-06-08,1,3,8614.64,False
2012-06-15,1,3,8016.26,False
2012-06-22,1,3,7301.41,False
2012-06-29,1,3,7577.59,False
2012-07-06,1,3,8473.71,False
2012-07-13,1,3,13126.15,False
2012-07-20,1,3,20126.95,False
2012-07-27,1,3,22716.7,False
2012-08-03,1,3,30331.69,False
2012-08-10,1,3,28257.3,False
2012-08-17,1,3,31905.97,False
2012-08-24,1,3,43712.78,False
2012-08-31,1,3,50701.3,False
2012-09-07,1,3,18368.51,True
2012-09-14,1,3,14288.22,False
2012-09-21,1,3,13403.63,False
2012-09-28,1,3,13085.95,False
2012-10-05,1,3,11676.98,False
2012-10-12,1,3,10487.17,False
2012-10-19,1,3,8548.87,False
2012-10-26,1,3,9350.9,False
2010-02-05,1,4,39954.04,False
2010-02-12,1,4,35351.21,True
2010-02-19,1,4,36826.95,False
2010-02-26,1,4,34660.16,False
2010-03-05,1,4,38086.19,False
2010-03-12,1,4,32668.67,False
2010-03-19,1,4,34118.11,False
2010-03-26,1,4,33872.07,False
2010-04-02,1,4,37809.49,False
2010-04-09,1,4,36174.43,False
2010-04-16,1,4,34740.19,False
2010-04-23,1,4,33806.71,False
2010-04-30,1,4,33437.8,False
2010-05-07,1,4,37168.34,False
2010-05-14,1,4,33657.7,False
2010-05-21,1,4,35571.47,False
2010-05-28,1,4,36380.36,False
2010-06-04,1,4,40548.19,False
2010-06-11,1,4,36579.96,False
2010-06-18,1,4,35059.52,False
2010-06-25,1,4,34454.69,False
2010-07-02,1,4,39773.71,False
2010-07-09,1,4,39781.45,False
2010-07-16,1,4,35234.66,False
2010-07-23,1,4,36624.71,False
2010-07-30,1,4,36419.68,False
2010-08-06,1,4,40973.88,False
2010-08-13,1,4,36461.66,False
2010-08-20,1,4,39706.1,False
2010-08-27,1,4,36404.6,False
2010-09-03,1,4,38321.88,False
2010-09-10,1,4,36603.78,True
2010-09-17,1,4,33999.01,False
2010-09-24,1,4,32497.43,False
2010-10-01,1,4,34912.45,False
2010-10-08,1,4,35772.82,False
2010-10-15,1,4,34693.27,False
2010-10-22,1,4,32902.26,False
2010-10-29,1,4,35202.44,False
2010-11-05,1,4,37980.55,False
2010-11-12,1,4,35008.03,False
2010-11-19,1,4,37078.61,False
2010-11-26,1,4,46201.27,True
2010-12-03,1,4,37110.55,False
2010-12-10,1,4,36364.31,False
2010-12-17,1,4,39154.41,False
2010-12-24,1,4,47893.23,False
2010-12-31,1,4,36913.8,True
2011-01-07,1,4,37947.8,False
2011-01-14,1,4,34393.95,False
2011-01-21,1,4,33735.58,False
2011-01-28,1,4,32905.88,False
2011-02-04,1,4,35870.49,False
2011-02-11,1,4,37373.33,True
2011-02-18,1,4,36479.25,False
2011-02-25,1,4,33677.18,False
2011-03-04,1,4,37943.96,False
2011-03-11,1,4,35229.12,False
2011-03-18,1,4,34863.03,False
2011-03-25,1,4,34813.12,False
2011-04-01,1,4,34451.9,False
2011-04-08,1,4,36514.43,False
2011-04-15,1,4,33466.89,False
2011-04-22,1,4,35132.7,False
2011-04-29,1,4,34528.56,False
2011-05-06,1,4,37827.69,False
2011-05-13,1,4,33471.81,False
2011-05-20,1,4,34137.41,False
2011-05-27,1,4,36790.72,False
2011-06-03,1,4,42508.02,False
2011-06-10,1,4,35376.06,False
2011-06-17,1,4,35523.17,False
2011-06-24,1,4,35062.02,False
2011-07-01,1,4,36451.71,False
2011-07-08,1,4,39149.99,False
2011-07-15,1,4,33930.8,False
2011-07-22,1,4,34630.02,False
2011-07-29,1,4,35555.5,False
2011-08-05,1,4,39339.09,False
2011-08-12,1,4,37449.94,False
2011-08-19,1,4,39148.87,False
2011-08-26,1,4,37495.2,False
2011-09-02,1,4,36589.07,False
2011-09-09,1,4,35105.96,True
2011-09-16,1,4,34108.12,False
2011-09-23,1,4,32655.07,False
2011-09-30,1,4,32830.81,False
2011-10-07,1,4,37397.63,False
2011-10-14,1,4,35000.3,False
2011-10-21,1,4,33954.55,False
2011-10-28,1,4,34247.26,False
2011-11-04,1,4,39354.84,False
2011-11-11,1,4,36826.52,False
2011-11-18,1,4,37656.58,False
2011-11-25,1,4,46564.14,True
2011-12-02,1,4,38489.63,False
2011-12-09,1,4,38729.31,False
2011-12-16,1,4,38266.47,False
2011-12-23,1,4,47785.93,False
2011-12-30,1,4,37371.22,True
2012-01-06,1,4,40925.76,False
2012-01-13,1,4,36582.36,False
2012-01-20,1,4,33780.2,False
2012-01-27,1,4,33613.91,False
2012-02-03,1,4,40274.83,False
2012-02-10,1,4,39305.13,True
2012-02-17,1,4,36550.46,False
2012-02-24,1,4,34953.85,False
2012-03-02,1,4,38459.98,False
2012-03-09,1,4,38934.77,False
2012-03-16,1,4,38125.32,False
2012-03-23,1,4,36586.52,False
2012-03-30,1,4,37718.51,False
2012-04-06,1,4,42060.21,False
2012-04-13,1,4,37449.26,False
2012-04-20,1,4,36350.03,False
2012-04-27,1,4,36894.54,False
2012-05-04,1,4,41897.55,False
2012-05-11,1,4,35840.06,False
2012-05-18,1,4,34536.29,False
2012-05-25,1,4,38270.34,False
2012-06-01,1,4,41566.55,False
2012-06-08,1,4,41124.27,False
2012-06-15,1,4,39019.74,False
2012-06-22,1,4,37400.31,False
2012-06-29,1,4,39758.77,False
2012-07-06,1,4,44936.96,False
2012-07-13,1,4,38073.91,False
2012-07-20,1,4,38080.05,False
2012-07-27,1,4,35197.59,False
2012-08-03,1,4,41305.39,False
2012-08-10,1,4,40343.83,False
2012-08-17,1,4,38105.9,False
2012-08-24,1,4,36674.67,False
2012-08-31,1,4,37802.97,False
2012-09-07,1,4,39549.27,True
2012-09-14,1,4,35044.06,False
2012-09-21,1,4,34507.34,False
2012-09-28,1,4,34647.33,False
2012-10-05,1,4,39311.93,False
2012-10-12,1,4,35446.18,False
2012-10-19,1,4,35549.19,False
2012-10-26,1,4,36292.6,False
2010-02-05,1,5,32229.38,False
2010-02-12,1,5,29620.81,True
2010-02-19,1,5,26468.27,False
2010-02-26,1,5,24101.89,False
2010-03-05,1,5,23082.14,False
2010-03-12,1,5,21498.92,False
2010-03-19,1,5,22632.57,False
2010-03-26,1,5,38971.89,False
2010-04-02,1,5,29967.92,False
2010-04-09,1,5,18516.45,False
2010-04-16,1,5,11570.27,False
2010-04-23,1,5,24763.98,False
2010-04-30,1,5,22006.41,False
2010-05-07,1,5,19260.44,False
2010-05-14,1,5,16891.66,False
2010-05-21,1,5,16157.17,False
2010-05-28,1,5,15784.6,False
2010-06-04,1,5,22932.26,False
2010-06-11,1,5,21817.36,False
2010-06-18,1,5,19778.44,False
2010-06-25,1,5,19054.58,False
2010-07-02,1,5,18887.71,False
2010-07-09,1,5,20249.54,False
2010-07-16,1,5,17918.22,False
2010-07-23,1,5,17313.46,False
2010-07-30,1,5,16472.48,False
2010-08-06,1,5,16926.17,False
2010-08-13,1,5,15544.62,False
2010-08-20,1,5,15412.44,False
2010-08-27,1,5,13570.32,False
2010-09-03,1,5,15390.52,False
2010-09-10,1,5,17776.56,True
2010-09-17,1,5,15862.61,False
2010-09-24,1,5,17039.38,False
2010-10-01,1,5,23381.38,False
2010-10-08,1,5,19853.57,False
2010-10-15,1,5,20443.05,False
2010-10-22,1,5,19525.85,False
2010-10-29,1,5,16377.46,False
2010-11-05,1,5,23903.81,False
2010-11-12,1,5,23698.89,False
2010-11-19,1,5,24716.49,False
2010-11-26,1,5,70158.86,True
2010-12-03,1,5,36472.02,False
2010-12-10,1,5,49517.17,False
2010-12-17,1,5,59589.48,False
2010-12-24,1,5,85676.09,False
2010-12-31,1,5,32280.82,True
2011-01-07,1,5,22699.69,False
2011-01-14,1,5,17445.37,False
2011-01-21,1,5,18438.07,False
2011-01-28,1,5,22118.7,False
2011-02-04,1,5,31280.62,False
2011-02-11,1,5,36667.65,True
2011-02-18,1,5,31092.62,False
2011-02-25,1,5,23870.31,False
2011-03-04,1,5,28902.37,False
2011-03-11,1,5,23704.37,False
2011-03-18,1,5,22685.69,False
2011-03-25,1,5,18719.22,False
2011-04-01,1,5,23598.55,False
2011-04-08,1,5,22393.09,False
2011-04-15,1,5,22719.82,False
2011-04-22,1,5,21786.16,False
2011-04-29,1,5,17503.28,False
2011-05-06,1,5,16195.54,False
2011-05-13,1,5,15587.78,False
2011-05-20,1,5,15575.25,False
2011-05-27,1,5,16613.98,False
2011-06-03,1,5,16848.76,False
2011-06-10,1,5,18648.73,False
2011-06-17,1,5,17861.56,False
2011-06-24,1,5,21695.24,False
2011-07-01,1,5,19239.86,False
2011-07-08,1,5,17989.45,False
2011-07-15,1,5,18444.8,False
2011-07-22,1,5,19331.53,False
2011-07-29,1,5,17406.68,False
2011-08-05,1,5,21183.42,False
2011-08-12,1,5,21320.93,False
2011-08-19,1,5,18643.51,False
2011-08-26,1,5,15478.26,False
2011-09-02,1,5,20432.91,False
2011-09-09,1,5,19075.78,True
2011-09-16,1,5,19386.23,False
2011-09-23,1,5,20562.37,False
2011-09-30,1,5,16385.37,False
2011-10-07,1,5,30352.06,False
2011-10-14,1,5,22917.89,False
2011-10-21,1,5,32700.34,False
2011-10-28,1,5,26391.79,False
2011-11-04,1,5,31956.07,False
2011-11-11,1,5,31002.65,False
2011-11-18,1,5,27339.37,False
2011-11-25,1,5,79340.15,True
2011-12-02,1,5,32572.27,False
2011-12-09,1,5,41782.13,False
2011-12-16,1,5,43479.7,False
2011-12-23,1,5,61483.82,False
2011-12-30,1,5,34981.76,True
2012-01-06,1,5,23105.81,False
2012-01-13,1,5,19281.61,False
2012-01-20,1,5,19298.42,False
2012-01-27,1,5,21376.42,False
2012-02-03,1,5,28307.43,False
2012-02-10,1,5,38096.04,True
2012-02-17,1,5,46219.96,False
2012-02-24,1,5,30797.88,False
2012-03-02,1,5,30642.53,False
2012-03-09,1,5,25492.21,False
2012-03-16,1,5,29345.72,False
2012-03-23,1,5,25442.13,False
2012-03-30,1,5,22392.09,False
2012-04-06,1,5,28386.81,False
2012-04-13,1,5,18458.33,False
2012-04-20,1,5,16645.01,False
2012-04-27,1,5,17170.39,False
2012-05-04,1,5,18953.07,False
2012-05-11,1,5,17277.63,False
2012-05-18,1,5,17955.73,False
2012-05-25,1,5,18625.67,False
2012-06-01,1,5,17233.25,False
2012-06-08,1,5,24752.99,False
2012-06-15,1,5,21376.63,False
2012-06-22,1,5,24337.24,False
2012-06-29,1,5,20233.9,False
2012-07-06,1,5,19684.48,False
2012-07-13,1,5,18089.61,False
2012-07-20,1,5,17896.46,False
2012-07-27,1,5,14105.4,False
2012-08-03,1,5,17615.28,False
2012-08-10,1,5,18232.46,False
2012-08-17,1,5,15440.65,False
2012-08-24,1,5,22446.23,False
2012-08-31,1,5,18615.76,False
2012-09-07,1,5,18236.15,True
2012-09-14,1,5,19369.52,False
2012-09-21,1,5,25798.78,False
2012-09-28,1,5,22560.39,False
2012-10-05,1,5,25508.81,False
2012-10-12,1,5,20920.03,False
2012-10-19,1,5,20413.83,False
2012-10-26,1,5,25846.94,False
2010-02-05,1,6,5749.03,False
2010-02-12,1,6,9135.0,True
2010-02-19,1,6,6060.26,False
2010-02-26,1,6,5244.56,False
2010-03-05,1,6,4221.25,False
2010-03-12,1,6,5619.0,False
2010-03-19,1,6,4906.05,False
2010-03-26,1,6,7468.33,False
2010-04-02,1,6,4132.61,False
2010-04-09,1,6,4428.8,False
2010-04-16,1,6,5020.78,False
2010-04-23,1,6,3945.19,False
2010-04-30,1,6,4736.15,False
2010-05-07,1,6,7477.7,False
2010-05-14,1,6,6982.17,False
2010-05-21,1,6,3395.75,False
2010-05-28,1,6,6165.59,False
2010-06-04,1,6,5484.9,False
2010-06-11,1,6,4082.04,False
2010-06-18,1,6,3902.26,False
2010-06-25,1,6,4239.1,False
2010-07-02,1,6,4541.91,False
2010-07-09,1,6,4986.25,False
2010-07-16,1,6,4772.7,False
2010-07-23,1,6,5758.04,False
2010-07-30,1,6,3932.95,False
2010-08-06,1,6,4700.38,False
2010-08-13,1,6,3885.01,False
2010-08-20,1,6,4067.35,False
2010-08-27,1,6,3389.29,False
2010-09-03,1,6,3553.75,False
2010-09-10,1,6,4432.69,True
2010-09-17,1,6,4492.88,False
2010-09-24,1,6,4601.39,False
2010-10-01,1,6,2876.19,False
2010-10-08,1,6,4168.36,False
2010-10-15,1,6,5024.04,False
2010-10-22,1,6,4291.27,False
2010-10-29,1,6,5424.27,False
2010-11-05,1,6,5036.99,False
2010-11-12,1,6,4248.34,False
2010-11-19,1,6,3507.65,False
2010-11-26,1,6,20163.69,True
2010-12-03,1,6,6356.96,False
2010-12-10,1,6,6440.06,False
2010-12-17,1,6,12078.11,False
2010-12-24,1,6,28497.52,False
2010-12-31,1,6,5878.25,True
2011-01-07,1,6,1376.15,False
2011-01-14,1,6,2355.86,False
2011-01-21,1,6,2163.84,False
2011-01-28,1,6,3200.68,False
2011-02-04,1,6,3324.96,False
2011-02-11,1,6,4542.8,True
2011-02-18,1,6,4033.43,False
2011-02-25,1,6,4203.87,False
2011-03-04,1,6,3882.86,False
2011-03-11,1,6,3928.8,False
2011-03-18,1,6,2889.22,False
